timestamp, latitude, longitude, altitude 
1762512539.8851924, 55.3671816, 10.433199, 60.48608626006972 
1762512546.3232152, 55.3671844, 10.4331945, 60.08309041847663 
1762512548.7374191, 55.3671853, 10.4331952, 60.04808811222237 
1762512548.8753207, 55.3671873, 10.4331974, 59.98608189345608 
1762512551.0093634, 55.3671928, 10.4332003, 59.9750701378663 
1762512552.7932992, 55.3672066, 10.4332, 60.180053499932285 
1762512554.607709, 55.3672184, 10.4331933, 60.287050208491166 
1762512556.7774892, 55.3672413, 10.4331908, 60.075025994312476 
1762512563.134576, 55.3672843, 10.433186, 59.94298069990401 
1762512566.6317, 55.3673059, 10.4331886, 60.08194943926141 
1762512569.7797363, 55.3673354, 10.4331825, 59.96592312192192 
1762512578.149904, 55.3674166, 10.4331787, 60.457828614874856 
1762512580.583987, 55.3674406, 10.433179, 60.44979826076487 
1762512582.90828, 55.3674615, 10.4331802, 60.74877023198762 
1762512585.0650268, 55.3674818, 10.433181, 60.87574362645686 
1762512587.037432, 55.3675007, 10.4331798, 60.831722155143396 
1762512589.03411, 55.3675206, 10.433173, 60.8217089433623 
1762512590.9782164, 55.3675392, 10.4331707, 60.779689709185575 
1762512594.4722722, 55.3675781, 10.4331608, 60.735658117188045 
1762512596.1483402, 55.3675978, 10.4331581, 60.56363818870862 
1762512597.8062503, 55.367617, 10.4331541, 60.45162108730953 
1762512599.31927, 55.3676357, 10.4331476, 60.32760884996805 
1762512600.8353062, 55.3676532, 10.4331438, 60.15059352170769 
1762512602.203321, 55.3676694, 10.4331424, 60.06857573642389 
1762512603.581401, 55.3676871, 10.4331409, 60.02155625276853 
1762512604.9143486, 55.3677023, 10.4331383, 60.11554174669979 
1762512606.2316446, 55.3677157, 10.4331368, 60.23552761313186 
1762512607.4861581, 55.3677285, 10.4331336, 60.35851711126077 
1762512608.7004611, 55.3677411, 10.4331335, 60.31850159575267 
1762512609.9597344, 55.3677549, 10.4331315, 60.227487810678895 
1762512611.0036042, 55.3677674, 10.4331256, 60.214482263177906 
1762512612.1864345, 55.3677786, 10.4331236, 60.15947171371714 
1762512614.3115551, 55.3678032, 10.4331233, 60.17244159342816 
1762512617.3775587, 55.3678362, 10.4331194, 60.26340712087966 
1762512618.29255, 55.3678474, 10.4331184, 60.371394870693734 
1762512619.1956086, 55.367858, 10.4331159, 60.3623859133633 
1762512620.1079428, 55.3678669, 10.4331135, 60.44537890305476 
1762512621.9598343, 55.3678866, 10.4331096, 60.5053609872712 
1762512623.6167395, 55.3679046, 10.4331021, 60.55435129818554 
1762512624.4117744, 55.3679132, 10.4330992, 60.555345508559014 
1762512625.2878058, 55.3679217, 10.4330953, 60.60634154064506 
1762512626.0771275, 55.3679285, 10.4330909, 60.561340538840255 
1762512627.6088548, 55.3679438, 10.4330861, 60.27632962707048 
1762512628.3828654, 55.3679515, 10.4330846, 60.23032258081831 
1762512629.0609303, 55.3679597, 10.4330807, 60.25431898531012 
1762512629.862956, 55.3679646, 10.4330766, 60.25031984031839 
1762512630.5919428, 55.3679714, 10.4330731, 60.278317309608454 
1762512631.225955, 55.3679779, 10.433069, 60.28431617095397 
1762512631.9550025, 55.3679836, 10.4330642, 60.385317217084506 
1762512632.678992, 55.3679907, 10.4330618, 60.493312444856784 
1762512633.2060452, 55.3679968, 10.43306, 60.57130789991965 
1762512633.9640255, 55.3680042, 10.4330603, 60.616298170347726 
1762512634.559173, 55.3680107, 10.4330632, 60.72828514854726 
1762512635.3109744, 55.3680217, 10.4330639, 60.718270253641705 
1762512637.2950704, 55.3680428, 10.4330495, 60.59126840398221 
1762512637.9511142, 55.3680471, 10.4330472, 60.54626694960105 
1762512638.635136, 55.3680539, 10.433047, 60.540258814910615 
1762512639.3602471, 55.3680619, 10.4330463, 60.469250033258746 
1762512639.931199, 55.3680703, 10.4330438, 60.436243808287855 
1762512640.6251724, 55.3680771, 10.4330443, 60.37223448467818 
1762512641.2304716, 55.3680837, 10.4330443, 60.46422625887764 
1762512641.886172, 55.3680902, 10.4330441, 60.55221849702271 
